EntityType,ID,ParentID,Latitude,Longitude,NumDownstreamBuildings
PolePadTransformer,PPT098,SST01,14.691767,121.05893,11
PolePadTransformer,PPT099,SST01,14.674718,121.031986,15
PolePadTransformer,PPT100,SST01,14.697492,121.002458,13
PolePadTransformer,PPT101,SST01,14.703972,121.006932,12
PolePadTransformer,PPT102,SST01,14.692606,121.02003,12
PolePadTransformer,PPT103,SST01,14.650712,121.064049,12
PolePadTransformer,PPT104,SST01,14.629664,121.049883,12
PolePadTransformer,PPT105,SST01,14.682979,121.016749,13
PolePadTransformer,PPT106,SST01,14.63018,121.073073,15
PolePadTransformer,PPT107,SST01,14.654454,121.081422,15
PolePadTransformer,PPT108,SST01,14.706278,121.06666,15
PolePadTransformer,PPT109,SST01,14.651192,121.077623,11
PolePadTransformer,PPT110,SST01,14.605308,121.073757,13
PolePadTransformer,PPT111,SST01,14.682241,121.029588,14
PolePadTransformer,PPT112,SST01,14.652694,121.083203,10
PolePadTransformer,PPT113,SST01,14.640328,121.004749,15
PolePadTransformer,PPT114,SST01,14.607467,121.029052,10
PolePadTransformer,PPT115,SST01,14.630633,121.044807,10
PolePadTransformer,PPT116,SST01,14.684349,121.042384,14
PolePadTransformer,PPT117,SST01,14.667882,121.046716,11
PolePadTransformer,PPT118,SST01,14.659851,121.097786,15
PolePadTransformer,PPT119,SST01,14.664911,121.099486,10
PolePadTransformer,PPT120,SST01,14.641897,121.060686,12
PolePadTransformer,PPT121,SST01,14.601755,121.055361,13
PolePadTransformer,PPT122,SST01,14.615405,121.097709,14
PolePadTransformer,PPT123,SST01,14.61856,121.026756,10
PolePadTransformer,PPT124,SST01,14.702968,121.06079,13
PolePadTransformer,PPT125,SST01,14.625111,121.001856,14
PolePadTransformer,PPT126,SST01,14.647867,121.000348,11
PolePadTransformer,PPT127,SST01,14.613783,121.049077,11
PolePadTransformer,PPT128,SST01,14.678237,121.084391,12
PolePadTransformer,PPT129,SST01,14.642738,121.082221,13
PolePadTransformer,PPT130,SST01,14.708451,121.020753,12
PolePadTransformer,PPT131,SST01,14.668881,121.099362,12
PolePadTransformer,PPT132,SST01,14.649743,121.070947,11
PolePadTransformer,PPT133,SST01,14.668864,121.077271,15
PolePadTransformer,PPT134,SST01,14.624779,121.002432,13
PolePadTransformer,PPT135,SST01,14.70919,121.093753,12
PolePadTransformer,PPT136,SST01,14.712728,121.094006,14
PolePadTransformer,PPT137,SST01,14.615938,121.092643,15
PolePadTransformer,PPT138,SST01,14.624068,121.060135,10
PolePadTransformer,PPT139,SST01,14.661591,121.021114,12
PolePadTransformer,PPT140,SST01,14.719056,121.080501,10
PolePadTransformer,PPT141,SST01,14.66157,121.054035,14
PolePadTransformer,PPT142,SST01,14.63109,121.09694,11
PolePadTransformer,PPT143,SST01,14.692341,121.010135,10
PolePadTransformer,PPT144,SST01,14.663174,121.012383,15
PolePadTransformer,PPT145,SST01,14.613218,121.089954,12
PolePadTransformer,PPT146,SST01,14.676932,121.015984,15
PolePadTransformer,PPT147,SST01,14.664351,121.041385,12
PolePadTransformer,PPT148,SST01,14.65559,121.009292,10
PolePadTransformer,PPT149,SST01,14.682434,121.079122,15
PolePadTransformer,PPT150,SST01,14.621574,121.028137,11
PolePadTransformer,PPT151,SST01,14.663938,121.036605,14
PolePadTransformer,PPT152,SST01,14.631112,121.021746,10
PolePadTransformer,PPT153,SST01,14.609156,121.010056,13
PolePadTransformer,PPT154,SST01,14.693174,121.070365,15
PolePadTransformer,PPT155,SST01,14.660328,121.011717,15
PolePadTransformer,PPT156,SST01,14.670787,121.006079,12
PolePadTransformer,PPT157,SST01,14.638143,121.084572,11
PolePadTransformer,PPT158,SST01,14.636708,121.093463,15
PolePadTransformer,PPT159,SST01,14.649839,121.01175,12
PolePadTransformer,PPT160,SST01,14.619691,121.06627,14
PolePadTransformer,PPT161,SST01,14.664361,121.053853,10
PolePadTransformer,PPT162,SST01,14.61645,121.003985,12
PolePadTransformer,PPT163,SST01,14.692394,121.03077,10
PolePadTransformer,PPT164,SST01,14.643392,121.094919,10
PolePadTransformer,PPT165,SST01,14.699102,121.00328,13
PolePadTransformer,PPT166,SST01,14.668648,121.030655,13
PolePadTransformer,PPT167,SST01,14.601811,121.021246,14
PolePadTransformer,PPT168,SST01,14.686866,121.028291,14
PolePadTransformer,PPT169,SST01,14.61794,121.017727,10
PolePadTransformer,PPT170,SST01,14.648544,121.076515,12
PolePadTransformer,PPT171,SST01,14.60382,121.037109,14
PolePadTransformer,PPT172,SST01,14.630396,121.074807,10
PolePadTransformer,PPT173,SST01,14.630449,121.070392,12
PolePadTransformer,PPT174,SST01,14.610646,121.007994,14
PolePadTransformer,PPT175,SST01,14.638433,121.024443,14
PolePadTransformer,PPT176,SST01,14.602565,121.021681,12
PolePadTransformer,PPT177,SST01,14.68943,121.077003,10
PolePadTransformer,PPT178,SST01,14.623288,121.075344,14
PolePadTransformer,PPT179,SST01,14.718647,121.026722,15
PolePadTransformer,PPT180,SST01,14.718004,121.08237,10
PolePadTransformer,PPT181,SST01,14.617921,121.030323,14
PolePadTransformer,PPT182,SST01,14.636448,121.085322,10
PolePadTransformer,PPT183,SST01,14.622324,121.006052,15
PolePadTransformer,PPT184,SST01,14.698369,121.039175,10
PolePadTransformer,PPT185,SST01,14.71645,121.049434,14
PolePadTransformer,PPT186,SST01,14.661012,121.057969,12
PolePadTransformer,PPT187,SST01,14.699467,121.079519,11
PolePadTransformer,PPT188,SST01,14.617542,121.077821,15
PolePadTransformer,PPT189,SST01,14.687951,121.055903,10
PolePadTransformer,PPT190,SST01,14.651881,121.040184,13
PolePadTransformer,PPT191,SST01,14.613824,121.024804,11
PolePadTransformer,PPT192,SST01,14.637663,121.054205,11
PolePadTransformer,PPT193,SST01,14.664986,121.068922,11
PolePadTransformer,PPT194,SST01,14.668769,121.097915,15
PolePadTransformer,PPT195,SST01,14.636284,121.055816,11
PolePadTransformer,PPT196,SST01,14.66214,121.030176,15
PolePadTransformer,PPT197,SST01,14.69357,121.02381,10
PolePadTransformer,PPT198,SST01,14.60468,121.085869,14
PolePadTransformer,PPT199,SST01,14.649182,121.099367,14
PolePadTransformer,PPT200,SST01,14.698051,121.094872,10
PolePadTransformer,PPT201,SST01,14.696064,121.073056,15
PolePadTransformer,PPT202,SST01,14.669881,121.025331,15
PolePadTransformer,PPT203,SST01,14.683896,121.03229,13
PolePadTransformer,PPT204,SST01,14.669918,121.037934,10
PolePadTransformer,PPT205,SST01,14.605884,121.067141,15
PolePadTransformer,PPT206,SST01,14.614299,121.066966,13
PolePadTransformer,PPT207,SST01,14.663027,121.005653,15
PolePadTransformer,PPT208,SST01,14.629731,121.042158,10
PolePadTransformer,PPT209,SST01,14.614964,121.058235,11
PolePadTransformer,PPT210,SST01,14.626949,121.008865,14
PolePadTransformer,PPT211,SST01,14.6106,121.089446,11
PolePadTransformer,PPT212,SST01,14.694238,121.002154,11
PolePadTransformer,PPT213,SST01,14.655974,121.062021,13
PolePadTransformer,PPT214,SST01,14.679624,121.005891,13
PolePadTransformer,PPT215,SST01,14.705839,121.017846,15
PolePadTransformer,PPT216,SST01,14.624561,121.006408,11
PolePadTransformer,PPT217,SST01,14.602571,121.075256,15
PolePadTransformer,PPT218,SST01,14.709522,121.093018,12
PolePadTransformer,PPT219,SST01,14.710631,121.074195,12
PolePadTransformer,PPT220,SST01,14.701486,121.099823,11
PolePadTransformer,PPT221,SST01,14.605607,121.076352,11
PolePadTransformer,PPT222,SST01,14.621717,121.031573,10
PolePadTransformer,PPT223,SST01,14.702138,121.079708,10
PolePadTransformer,PPT224,SST01,14.608855,121.034556,11
PolePadTransformer,PPT225,SST01,14.708741,121.051295,15
PolePadTransformer,PPT226,SST01,14.719628,121.090976,14
PolePadTransformer,PPT227,SST01,14.602632,121.02569,15
PolePadTransformer,PPT228,SST01,14.690208,121.075474,11
PolePadTransformer,PPT229,SST01,14.602424,121.047913,13
PolePadTransformer,PPT230,SST01,14.625636,121.018939,10
PolePadTransformer,PPT231,SST01,14.614699,121.037369,11
PolePadTransformer,PPT232,SST01,14.602734,121.019651,14
PolePadTransformer,PPT233,SST01,14.670435,121.044689,13
PolePadTransformer,PPT234,SST01,14.633932,121.02972,14
PolePadTransformer,PPT235,SST01,14.65514,121.070843,14
PolePadTransformer,PPT236,SST01,14.717136,121.034597,15
PolePadTransformer,PPT237,SST01,14.668054,121.072912,11
PolePadTransformer,PPT238,SST01,14.632988,121.03303,10
PolePadTransformer,PPT239,SST01,14.709452,121.009749,13
PolePadTransformer,PPT240,SST01,14.672415,121.04022,14
PolePadTransformer,PPT241,SST01,14.69548,121.034506,12
PolePadTransformer,PPT242,SST01,14.618152,121.098977,10
PolePadTransformer,PPT243,SST01,14.690295,121.049822,12
PolePadTransformer,PPT244,SST01,14.684366,121.093621,10
PolePadTransformer,PPT245,SST01,14.703898,121.01009,13
PolePadTransformer,PPT246,SST01,14.668353,121.021247,11
PolePadTransformer,PPT247,SST01,14.698998,121.000487,13
PolePadTransformer,PPT248,SST01,14.633718,121.046842,10
PolePadTransformer,PPT249,SST01,14.650635,121.092599,15
PolePadTransformer,PPT250,SST01,14.649863,121.05412,14
PolePadTransformer,PPT251,SST01,14.686967,121.008187,15
PolePadTransformer,PPT252,SST01,14.67708,121.05701,11
PolePadTransformer,PPT253,SST01,14.703549,121.062088,10
PolePadTransformer,PPT254,SST01,14.641335,121.016685,14
PolePadTransformer,PPT255,SST01,14.642975,121.075615,15
PolePadTransformer,PPT256,SST01,14.607931,121.070755,10
PolePadTransformer,PPT257,SST01,14.632199,121.057349,14
PolePadTransformer,PPT258,SST01,14.680835,121.046,15
PolePadTransformer,PPT259,SST01,14.71825,121.038345,12
PolePadTransformer,PPT260,SST01,14.636486,121.008676,11
PolePadTransformer,PPT261,SST01,14.688845,121.032874,12
PolePadTransformer,PPT262,SST01,14.627883,121.032788,14
PolePadTransformer,PPT263,SST01,14.674309,121.03056,11
PolePadTransformer,PPT264,SST01,14.648834,121.087999,15
PolePadTransformer,PPT265,SST01,14.69709,121.080015,12
PolePadTransformer,PPT266,SST01,14.67088,121.005437,11
PolePadTransformer,PPT267,SST01,14.619216,121.014946,11
PolePadTransformer,PPT268,SST01,14.699855,121.065704,13
PolePadTransformer,PPT269,SST01,14.699584,121.068288,12
PolePadTransformer,PPT270,SST01,14.690058,121.026826,10
PolePadTransformer,PPT271,SST01,14.70119,121.091499,15
PolePadTransformer,PPT272,SST01,14.626305,121.049831,11
PolePadTransformer,PPT273,SST01,14.646095,121.083472,11
PolePadTransformer,PPT274,SST01,14.601622,121.037422,14
PolePadTransformer,PPT275,SST01,14.601664,121.023019,12
PolePadTransformer,PPT276,SST01,14.661415,121.077789,10
PolePadTransformer,PPT277,SST01,14.705549,121.095775,12
PolePadTransformer,PPT278,SST01,14.653558,121.04421,13
PolePadTransformer,PPT279,SST01,14.686574,121.047614,11
PolePadTransformer,PPT280,SST01,14.653512,121.005527,13
PolePadTransformer,PPT281,SST01,14.672465,121.028786,15
PolePadTransformer,PPT282,SST01,14.632059,121.051085,14
PolePadTransformer,PPT283,SST01,14.604719,121.009882,11
PolePadTransformer,PPT284,SST01,14.687098,121.015882,15
PolePadTransformer,PPT285,SST01,14.660218,121.061567,14
PolePadTransformer,PPT286,SST01,14.707573,121.067072,11
PolePadTransformer,PPT287,SST01,14.652243,121.075577,15
PolePadTransformer,PPT288,SST01,14.625571,121.097994,10
PolePadTransformer,PPT289,SST01,14.719331,121.056884,11
PolePadTransformer,PPT290,SST01,14.706963,121.075792,14
PolePadTransformer,PPT291,SST01,14.711719,121.058367,14
PolePadTransformer,PPT292,SST01,14.681295,121.00959,15
PolePadTransformer,PPT293,SST01,14.663654,121.070595,14
PolePadTransformer,PPT294,SST01,14.691303,121.025863,15
PolePadTransformer,PPT295,SST01,14.713548,121.03703,13
PolePadTransformer,PPT296,SST01,14.65104,121.088099,11
PolePadTransformer,PPT297,SST01,14.645465,121.09461,10
PolePadTransformer,PPT298,SST01,14.655826,121.073506,12
PolePadTransformer,PPT299,SST01,14.686157,121.052589,13
PolePadTransformer,PPT300,SST01,14.632826,121.044819,14
PolePadTransformer,PPT301,SST01,14.603644,121.080469,12
PolePadTransformer,PPT302,SST01,14.697248,121.060244,13
PolePadTransformer,PPT303,SST01,14.619666,121.091126,13
PolePadTransformer,PPT304,SST01,14.695923,121.093289,12
PolePadTransformer,PPT305,SST01,14.630304,121.003947,10
PolePadTransformer,PPT306,SST01,14.646476,121.025317,14
PolePadTransformer,PPT307,SST01,14.604358,121.045257,13
PolePadTransformer,PPT308,SST01,14.642468,121.052934,15
PolePadTransformer,PPT309,SST01,14.676367,121.024582,15
PolePadTransformer,PPT310,SST01,14.602455,121.085651,15
PolePadTransformer,PPT311,SST01,14.719319,121.065868,15
PolePadTransformer,PPT312,SST01,14.617337,121.064318,12
PolePadTransformer,PPT313,SST01,14.616379,121.052373,15
PolePadTransformer,PPT314,SST01,14.708354,121.021372,15
PolePadTransformer,PPT315,SST01,14.6701,121.009267,12
PolePadTransformer,PPT316,SST01,14.617156,121.033469,11
PolePadTransformer,PPT317,SST01,14.683104,121.049842,12
PolePadTransformer,PPT318,SST01,14.703427,121.024512,10
PolePadTransformer,PPT319,SST01,14.620238,121.046304,15
PolePadTransformer,PPT320,SST01,14.677255,121.045446,15
PolePadTransformer,PPT321,SST01,14.656678,121.018404,15
PolePadTransformer,PPT322,SST01,14.609698,121.059001,13
PolePadTransformer,PPT323,SST01,14.641582,121.089689,10
PolePadTransformer,PPT324,SST01,14.61173,121.056619,11
PolePadTransformer,PPT325,SST01,14.602314,121.082738,12
PolePadTransformer,PPT326,SST01,14.648001,121.009875,15
PolePadTransformer,PPT327,SST01,14.712133,121.002315,11
PolePadTransformer,PPT328,SST01,14.605048,121.0271,15
PolePadTransformer,PPT329,SST01,14.634253,121.065491,14
PolePadTransformer,PPT330,SST01,14.61571,121.025842,10
PolePadTransformer,PPT331,SST01,14.638921,121.049221,15
PolePadTransformer,PPT332,SST01,14.620196,121.090091,15
PolePadTransformer,PPT333,SST01,14.610703,121.089386,10
PolePadTransformer,PPT334,SST01,14.624447,121.079507,14
PolePadTransformer,PPT335,SST01,14.617556,121.017899,10
PolePadTransformer,PPT336,SST01,14.619092,121.057933,10
PolePadTransformer,PPT337,SST01,14.630357,121.022199,10
PolePadTransformer,PPT338,SST01,14.605363,121.065059,15
PolePadTransformer,PPT339,SST01,14.631969,121.007957,11
PolePadTransformer,PPT340,SST01,14.638706,121.047549,15
PolePadTransformer,PPT341,SST01,14.670487,121.09727,11
PolePadTransformer,PPT342,SST01,14.687734,121.03008,14
PolePadTransformer,PPT343,SST01,14.718615,121.045689,12
PolePadTransformer,PPT344,SST01,14.651264,121.093052,12
PolePadTransformer,PPT345,SST01,14.647952,121.057428,13
PolePadTransformer,PPT346,SST01,14.713302,121.091319,12
PolePadTransformer,PPT347,SST01,14.672057,121.068888,11
PolePadTransformer,PPT348,SST01,14.702111,121.047809,11
PolePadTransformer,PPT349,SST01,14.704428,121.024187,14
PolePadTransformer,PPT350,SST01,14.616298,121.063386,14
PolePadTransformer,PPT351,SST01,14.625269,121.004362,11
PolePadTransformer,PPT352,SST01,14.692959,121.045706,11
PolePadTransformer,PPT353,SST01,14.652529,121.063257,13
PolePadTransformer,PPT354,SST01,14.643144,121.016008,11
PolePadTransformer,PPT355,SST01,14.63172,121.0344,11
PolePadTransformer,PPT356,SST01,14.676871,121.051487,10
PolePadTransformer,PPT357,SST01,14.640543,121.009733,15
PolePadTransformer,PPT358,SST01,14.626569,121.093378,10
PolePadTransformer,PPT359,SST01,14.686308,121.016231,10
PolePadTransformer,PPT360,SST01,14.700179,121.008717,15
PolePadTransformer,PPT361,SST01,14.66414,121.009267,10
PolePadTransformer,PPT362,SST01,14.65878,121.065529,10
PolePadTransformer,PPT363,SST01,14.692694,121.028599,15
PolePadTransformer,PPT364,SST01,14.710392,121.001819,11
PolePadTransformer,PPT365,SST01,14.670186,121.037659,11
PolePadTransformer,PPT366,SST01,14.656457,121.010052,15
PolePadTransformer,PPT367,SST01,14.64525,121.095002,14
PolePadTransformer,PPT368,SST01,14.602912,121.025612,10
PolePadTransformer,PPT369,SST01,14.608171,121.022777,14
PolePadTransformer,PPT370,SST01,14.670091,121.051471,15
PolePadTransformer,PPT371,SST01,14.69629,121.047356,15
PolePadTransformer,PPT372,SST01,14.640928,121.017747,13
PolePadTransformer,PPT373,SST01,14.695071,121.079118,15
PolePadTransformer,PPT374,SST01,14.610924,121.039798,14
PolePadTransformer,PPT375,SST01,14.665504,121.002759,12
PolePadTransformer,PPT376,SST01,14.658748,121.060858,15
PolePadTransformer,PPT377,SST01,14.701999,121.006946,11
PolePadTransformer,PPT378,SST01,14.696186,121.044434,14
PolePadTransformer,PPT379,SST01,14.659056,121.031324,13
PolePadTransformer,PPT380,SST01,14.652504,121.089107,13
PolePadTransformer,PPT381,SST01,14.636635,121.003301,12
PolePadTransformer,PPT382,SST01,14.627765,121.048745,12
PolePadTransformer,PPT383,SST01,14.645895,121.044955,14
PolePadTransformer,PPT384,SST01,14.685981,121.017266,10
PolePadTransformer,PPT385,SST01,14.68589,121.027264,15
PolePadTransformer,PPT386,SST01,14.676112,121.002216,11
PolePadTransformer,PPT387,SST01,14.709358,121.040162,13
PolePadTransformer,PPT388,SST01,14.713164,121.008114,14
PolePadTransformer,PPT389,SST01,14.630981,121.099095,12
PolePadTransformer,PPT390,SST01,14.649054,121.096857,10
PolePadTransformer,PPT391,SST01,14.706256,121.087535,13
PolePadTransformer,PPT392,SST01,14.699027,121.075282,10
PolePadTransformer,PPT393,SST01,14.697223,121.022089,15
PolePadTransformer,PPT394,SST01,14.699337,121.093615,12
PolePadTransformer,PPT395,SST01,14.717468,121.001877,14
PolePadTransformer,PPT396,SST01,14.706785,121.077211,10
PolePadTransformer,PPT397,SST01,14.71429,121.078288,14
PolePadTransformer,PPT398,SST01,14.658879,121.026104,13
PolePadTransformer,PPT399,SST01,14.633135,121.05669,15
PolePadTransformer,PPT400,SST01,14.683248,121.032198,15
PolePadTransformer,PPT401,SST01,14.662855,121.076618,15
PolePadTransformer,PPT402,SST01,14.611693,121.052805,15
PolePadTransformer,PPT403,SST01,14.650699,121.044915,15
PolePadTransformer,PPT404,SST01,14.652492,121.03931,10
PolePadTransformer,PPT405,SST01,14.649269,121.099535,11
PolePadTransformer,PPT406,SST01,14.664705,121.011229,12
PolePadTransformer,PPT407,SST01,14.627795,121.004296,10
PolePadTransformer,PPT408,SST01,14.709146,121.006936,14
PolePadTransformer,PPT409,SST01,14.64593,121.029912,12
PolePadTransformer,PPT410,SST01,14.706296,121.03956,13
PolePadTransformer,PPT411,SST01,14.614884,121.064318,13
PolePadTransformer,PPT412,SST01,14.663343,121.012986,15
PolePadTransformer,PPT413,SST01,14.624804,121.035094,14
PolePadTransformer,PPT414,SST01,14.711653,121.052887,14
PolePadTransformer,PPT415,SST01,14.702952,121.06188,11
PolePadTransformer,PPT416,SST01,14.611708,121.056202,12
PolePadTransformer,PPT417,SST01,14.687054,121.013905,13
PolePadTransformer,PPT418,SST01,14.602515,121.05287,14
PolePadTransformer,PPT419,SST01,14.671859,121.040597,11
PolePadTransformer,PPT420,SST01,14.701615,121.052814,15
PolePadTransformer,PPT421,SST01,14.64688,121.097144,15
PolePadTransformer,PPT422,SST01,14.69638,121.020664,13
PolePadTransformer,PPT423,SST01,14.701127,121.01538,15
PolePadTransformer,PPT424,SST01,14.69625,121.087701,14
PolePadTransformer,PPT425,SST01,14.711477,121.049169,13
PolePadTransformer,PPT426,SST01,14.615079,121.060899,12
PolePadTransformer,PPT427,SST01,14.614739,121.036718,15
PolePadTransformer,PPT428,SST01,14.615294,121.016008,14
PolePadTransformer,PPT429,SST01,14.639925,121.068932,15
PolePadTransformer,PPT430,SST01,14.644567,121.016267,12
PolePadTransformer,PPT431,SST01,14.676954,121.064822,12
PolePadTransformer,PPT432,SST01,14.646177,121.043224,15
PolePadTransformer,PPT433,SST01,14.626682,121.067415,14
PolePadTransformer,PPT434,SST01,14.717694,121.047307,10
PolePadTransformer,PPT435,SST01,14.63186,121.054811,15
PolePadTransformer,PPT436,SST01,14.678605,121.08794,15
PolePadTransformer,PPT437,SST01,14.707889,121.003575,15
PolePadTransformer,PPT438,SST01,14.707461,121.098877,10
PolePadTransformer,PPT439,SST01,14.613885,121.021068,13
PolePadTransformer,PPT440,SST01,14.715776,121.089931,11
PolePadTransformer,PPT441,SST01,14.669862,121.050704,15
PolePadTransformer,PPT442,SST01,14.714748,121.096761,13
PolePadTransformer,PPT443,SST01,14.694476,121.048368,15
PolePadTransformer,PPT444,SST01,14.608326,121.082173,14
PolePadTransformer,PPT445,SST01,14.661003,121.04027,13
PolePadTransformer,PPT446,SST01,14.69625,121.079826,10
PolePadTransformer,PPT447,SST01,14.697561,121.05036,11
PolePadTransformer,PPT448,SST01,14.627785,121.071862,14
PolePadTransformer,PPT449,SST01,14.69764,121.019567,15
PolePadTransformer,PPT450,SST01,14.6811,121.068176,13
PolePadTransformer,PPT451,SST01,14.677238,121.010746,10
PolePadTransformer,PPT452,SST01,14.653132,121.05661,12
PolePadTransformer,PPT453,SST01,14.643754,121.018587,14
PolePadTransformer,PPT454,SST01,14.700619,121.048237,11
PolePadTransformer,PPT455,SST01,14.657185,121.03283,15
PolePadTransformer,PPT456,SST01,14.614095,121.008809,12
PolePadTransformer,PPT457,SST01,14.714123,121.075011,14
PolePadTransformer,PPT458,SST01,14.666436,121.06531,14
PolePadTransformer,PPT459,SST01,14.692382,121.066037,11
PolePadTransformer,PPT460,SST01,14.705583,121.023282,11
PolePadTransformer,PPT461,SST01,14.692023,121.08351,11
PolePadTransformer,PPT462,SST01,14.660494,121.05754,11
PolePadTransformer,PPT463,SST01,14.69187,121.049841,10
